Date,Username,Comment
20:57:26,Bhargav Pandya,What Racist 
20:57:28,Madalin Silaghi ,Donald Trump him winner
20:57:31,Rakesh Nath,Trump
20:57:34,seulgitupatrona,"when the economy went up with him, he was using obamas economic plan"
20:57:56,Bhargav Pandya,Yes we love Trump
20:57:58,Zee , Trumph 
20:57:59,seulgitupatrona,he is racist. Didnt you hear his jokes about puerto rico?
20:58:01,Rakesh Nath,Trump
20:58:03,seulgitupatrona,and he does not like any other people than white men
20:58:05,D. R.,seulgitupatrona - how = Boaty McBoatface
20:58:07,Madalin Silaghi ,India racist
20:58:08,Yağmur Yılmaz,All the way trump! 
20:58:10,seulgitupatrona,hes shown that sooo many times and yall are blinded
20:58:12,Bhargav Pandya,Exatly you proved my point its JOKES 
20:58:14,Čoro Mamac,T R U M P
20:58:36,seulgitupatrona,racist jokes
20:58:38,seulgitupatrona,a joke is supposed to be funny
20:58:40,Bhargav Pandya,JOKES you forgot the meaning of it 
20:58:42,dumdum,kamala pro abortion policy is horrendous
20:58:44,Tarun,whos winning guys?
20:58:46,seulgitupatrona,he is a president not a comedian
20:58:48,Tarun,who has a lead?
20:58:51,Joshua Hawkins,he's such a racist he dated a black woman back in the day before malania oh what a evil racist he is get real people
20:58:53,seulgitupatrona,oh sorry! hes not qualified to be a president I forgot
20:59:14,Bhargav Pandya,Why you hate him 
20:59:16,Čoro Mamac,in your world People cent speek
20:59:17,seulgitupatrona,@Tarun we cant know yet
20:59:19,seulgitupatrona,I hate him because he has proven he does not care about the american people
20:59:20,dumdum,dont come here watching some youtube short about trump seul
20:59:21,seulgitupatrona,havent you seen his tax plan?
20:59:23,Gonçalo Azevedo,She wants his money. that's why She Hate him
20:59:24,D. R., -seulgitupatrona - No - you don't get it - people here will vote for the dumbest thing they can
20:59:26,Tarun,@seulgitupatrona when can we expect the final results?
20:59:27,seulgitupatrona,and how it affects the middle class?
20:59:49,Joshua Hawkins,Trump 2024 make America ours again
20:59:51,Bhargav Pandya,I guess he hates illegal immigration
20:59:52,Prosperchannel,trump
20:59:54,seulgitupatrona,@Gonçalo Azevedo Im from SPAIN
20:59:55,Prosperchannel,trump
20:59:57,seulgitupatrona,HOW CAN i WANT HIS MONEY
20:59:59,† Ohshet †,the all white has spoken lol
21:00:00,Tarun,@seulgitupatrona when can we expect the final results?
21:00:02,seulgitupatrona,the whole europe is laughing its ass off at america
21:00:03,Toby’s mom 🐶,Trump 2024   :red_heart::red_heart::red_heart:
21:00:05,Tiffany,Trump
21:00:07,seulgitupatrona,wake up
21:00:29,Prosperchannel,trump :grinning_face_with_sweat:
21:00:32,dumdum,yeah his taxation plan is bad he isn't good either but nah kamala is worst
21:00:35,Joshua Hawkins,can't wait til he tells Biden and Kamala your fired get the hell out
21:00:37,Gonçalo Azevedo,illegal immigrants are world crimiminals. anyone shouldnt want them at them houses
21:00:40,Bryan Braide,KAMALA CANT WIN ! 
21:00:42,seulgitupatrona,"you dont get ti, its trump who wants our money hes raising taxes for the middle class and lowering them for the richest 5 percent"
21:01:05,seulgitupatrona,it*
21:01:08,Bryan Braide, TRUMP :hundred_points::hundred_points::hundred_points:
21:01:11,seulgitupatrona,please look up graphics of how his economic plan would affect the country
21:01:14,최상환,Fraud
21:01:17,Madalin Silaghi ,Go wc TV lier
21:01:41,Madalin Silaghi ,Trump winner 100&
21:01:44,Jksnmts@,Kamara hariris win 69%
21:01:47,Madalin Silaghi ,Trump winner 100%
21:01:51,spirit3277,Europe can laugh. Because entire europe is screwed by the cultural enrichment. They are not in a position to laugh at anyone.
21:01:54,Gonçalo Azevedo,@seulgitupatrona yes! it Will drasticly affects the country
21:02:15,seulgitupatrona,europe is laughing at america. wake up. yall are blinded bu trumps lies
21:02:17,Gonçalo Azevedo,For the GOOD
21:02:19,seulgitupatrona,out
21:02:20,dumdum,when can we expect the results though?
21:02:22,seulgitupatrona,oh please
21:02:23,Gonçalo Azevedo,***** criminals
21:02:25,seulgitupatrona,have you done research?
21:02:26,seulgitupatrona,it would drop the economy by 8 percent
21:02:28,Gonçalo Azevedo,you are a criminal
21:02:29,Madalin Silaghi ,Donald Trump is winner 100%
21:02:31,seulgitupatrona,and it has been studied and proven
21:02:32,spirit3277,Europe should worry about their Islamic clown counties.
21:02:34,Jksnmts@,Trump is not a good leader is Dictetor
21:02:35,seulgitupatrona,me? you mean trump
21:02:58,seulgitupatrona,may I reminf you hes a 34 count felon
21:03:00,seulgitupatrona,remind*
21:03:02,seulgitupatrona,WHAT
21:03:04,seulgitupatrona,ISLAMIC COUNTRIES ARE IN ASIA
21:03:06,seulgitupatrona,BRIO
21:03:08,seulgitupatrona,UNEDUCATED FINAL LEVEL OMG
21:03:10,Elijah Kate TV,Trump2024
21:03:12,Jksnmts@,God Bless Kamara Harris
21:03:14,Joshua Hawkins,I know how bidens economic failed plan has worked and I don't want anymore of that shit
21:03:39,seulgitupatrona,"europe is not worried about america, its worried abotu how people there can be so dumb to vote a 34 count felon"
21:03:44,Bald Headed Bastard,Kangaroo court
21:03:49,Gonçalo Azevedo,u mean :star_and_crescent:ancer?
21:04:11,D. R.,Nov. 5 = D or R Even money / Big wet fart -135 / People going to jail Over/Under 15.5 / Lootin in cities Over/Under 4.5 / WWIII +145 / Civil war +185 / JC shows up in swing state and votes +1000000
21:04:14,Bald Headed Bastard,Kamala hasn't done ANYTHING GOOD in 4 years
21:04:17,dumdum,biden said it lmao
21:04:20,seulgitupatrona,wdym omg?
21:04:22,k common,believe in Lord King :crown: Ram shiv mahakaal :om::om::om::om::om::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart: India
21:04:25,seulgitupatrona,yall really think europe has something to do with islamic countries
21:04:48,seulgitupatrona,thats the funniest thing ever actually
21:04:51,dumdum,oh we gonna elect a black condidate
21:04:53,seulgitupatrona,and btw trump comited blasphemy. 
21:04:56,k common,believe in Lord King :crown: Ram shiv mahakaal :om::om::om::om::om::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart: India
21:04:58,dumdum,what do u think that mean ?
21:05:01,seulgitupatrona,Kamalas policies represent the bible better
21:05:04,Bald Headed Bastard,Harris never won any primary.
21:05:26,Crispyfur,No
21:05:28,seulgitupatrona,@dumdum and why would Kamala being black mean anything
21:05:30,seulgitupatrona,Obama was a great president
21:05:32,Bald Headed Bastard,Baby killing is not in okay in God's eyes.
21:05:35,seulgitupatrona,so great trump used his economic plan before covid
21:05:37,Indecent JesterTM,Trump is coming seul get ready for that!
21:05:39,Crispyfur,No
21:06:01,spirit3277,@seulgitupatrona lol Kamal would be the hooker of all
21:06:04,seulgitupatrona,and what happened after trump stopped using obamas economic plan?
21:06:06,dumdum,"yeah lmao , with her saying we can go with abortion even just before the Child birth ? hell nah"
21:06:08,seulgitupatrona,economy dropped
21:06:10,Crispyfur,Go trump
21:06:12,k common,believe in Lord King :crown: Ram shiv mahakaal :om::om::om::om::om::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart: India
21:06:15,Indecent JesterTM,TRUMP 2024!
21:06:17,Bald Headed Bastard,Kamala and Joe Biden are to blame for inflation and open borders.
21:06:39,seulgitupatrona,may I remind you
21:06:41,seulgitupatrona,he cheated 3 times
21:06:43,seulgitupatrona,on his 3 wifes
21:06:44,CardSlothDX,Baby killers got Harris!
21:06:46,seulgitupatrona,one time with a p0rn star
21:06:48,Junn,when is the results 
21:06:50,CardSlothDX,Baby killers for Harris!
21:06:52,seulgitupatrona,and the guy defends the traditional family
21:06:54,Indecent JesterTM,TRUMP FOR THE WIN!
21:06:56,dumdum,yeah i already said he isn't good either
21:06:57,Bald Headed Bastard,You must be rich since you love Harris so much
21:07:20,Gorilla Brady,"Seulgitupatrona, kamala doesn't like god, at her rally someone said jesus is lord and she said you are ar "
21:07:21,Gorilla Brady,At the weong rally
21:07:23,seulgitupatrona,shes happily married
21:07:25,seulgitupatrona,just accept shes qualified
21:07:27,lost men,trump
21:07:29,seulgitupatrona,look at her studies
21:07:31,dumdum,but atleast he is better politician then kamala
21:07:33,Indecent JesterTM,Harris is dead! DEAD 
21:07:35,seulgitupatrona,look at all the positions shes covered before getting here
21:07:37,seulgitupatrona,HOW IS HE
21:07:39,Bald Headed Bastard,Her husband cheated on his wife with their nanny :face_with_tears_of_joy:
21:08:03,seulgitupatrona,tell me
21:08:08,Joshua Hawkins,look Democrats you had your chance and failed miserabley
21:08:12,ISSAC CLARK,TRUMP TRUMP TRUMP TRUMP
21:08:16,seulgitupatrona,"and dont tell me hes better for the economy because he ""has concepts of a plan"" a plan that would drop the economy by 8 percent"
21:08:20,seulgitupatrona,how is he a better politician
21:08:42,seulgitupatrona,kamala has policies
21:08:44,dumdum,"fr , republicans just have better policies than democrats overall"
21:08:46,seulgitupatrona,actual policies that would make america better
21:08:48,Bald Headed Bastard,"People are struggling to put food on the table, because of her."
21:08:50,Joshua Hawkins,if Kamala had such wonderful plans where were they for the past 4 years wake up sheep
21:08:52,seulgitupatrona,her main focus point is the middle class
21:08:54,Krischele Ceaser,He has better plans to return American farmlands and food reserves back on American soil that’s a start
21:08:56,ISSAC CLARK,"I deployed to the border for 14 months, the death, drugs and human trafficking are real, TRUMP NEEDS TO WIN"
21:08:58,seulgitupatrona,and what is trumps? the top 5 percent
21:09:21,seulgitupatrona,okay so american soil
21:09:23,seulgitupatrona,anything else?
21:09:26,Dyckweed 97,her housing policies will destroy us. she will collapse the housing market.
21:09:28,seulgitupatrona,I dont think soil is saving the country
21:09:30,Krischele Ceaser,He has better plans to go after regulation of big pharmaceutical companies 
21:09:33,CardSlothDX,Trump would save the country
21:09:35,ISSAC CLARK,trump trump trump
21:09:38,CardSlothDX,Kamala would give all our shit away
21:09:40,IvyRose1996,Trump
21:10:01,John Williams,Trump is ylthe way better choice. Kamel toe represents the dying of America and would usher in a one world government and would kill millions
21:10:02,ISSAC CLARK,trump
21:10:03,dumdum,soil makes the country:face-blue-smiling:
21:10:04,IvyRose1996,Trump 2024
21:10:05,CardSlothDX,Fr
21:10:06,CJ Venzi,Trump Should Come 
21:10:07,ISSAC CLARK,this is the last legit election we may ever have!!!!!
21:10:09,CardSlothDX,Yea now seul ain’t talking
21:10:10,Krischele Ceaser,He has better plans to address illegal immigration and funding of illegal immigration
21:10:11,seulgitupatrona,"your saying you prefer food prices a lil bit lower to lower healthcare, an easier way for young peopel to buy houses, BASIC human rights..."
21:10:12,Bald Headed Bastard,"when Trump was president, we were feared and nobody fucked with us."
21:10:13,seulgitupatrona,he does not
21:10:14,ISSAC CLARK,trump trump
21:10:15,seulgitupatrona,and Ill tell you why
21:10:16,John Williams,Kamel toe has already given most of our stuff away
21:10:17,Ex MuslimZulfikar Ali 55K,kamla Is Indian and India don't want Kamla to win :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: I don't know why these fking americans want to win her
21:10:39,ISSAC CLARK,this lady is retarded
21:10:40,Krischele Ceaser,He has better plans for job creation and business finances and operations
21:10:42,seulgitupatrona,kamala and biden proposed a bill that would control the border
21:10:44,spirit3277,@seulgitupatrona human rights? like looting malls ?
21:10:45,dumdum,or else kamala will just give everything in the hands of illegal immigrants lmao:face-blue-smiling::face-green-smiling:
21:10:47,seulgitupatrona,"now, you know why that bill was rejected?"
21:10:48,ISSAC CLARK,cameltoe has zero policies she spends to much time laughing
21:10:50,Krischele Ceaser,He has better plans to stop China and Russia’s plans for world domination
21:10:52,seulgitupatrona,because trump did to make her look bad
21:10:53,Bald Headed Bastard,Harris never won anything. no primary. nothing.
21:10:55,Dyckweed 97,suelgitupatrona. good luck buying a house under kamala.
21:11:17,seulgitupatrona,to make her look like shes tried nothign to help the border
21:11:20,CardSlothDX,For real dyckweed 97
21:11:22,Dyckweed 97,good luck getting or keeping a job
21:11:24,seulgitupatrona,If you read her policies you would now about her plan for householding
21:11:27,CardSlothDX,Yea she didn’t do shit for the border beside open it
21:11:29,Bald Headed Bastard,Laken Riley
21:11:31,k common,believe in Lord King :crown: Ram shiv mahakaal :om::om::om::om::om::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart: India
21:11:34,CardSlothDX,She probably wants all the immagranrs to move in with us
21:11:36,seulgitupatrona,because turmp rejected the bill she proposed
21:11:58,Dyckweed 97,have you even been paying attention?
21:11:59,k common,believe in Lord King :crown: Ram shiv mahakaal :om::om::om::om::om::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart: India
21:12:01,seulgitupatrona,"and not because it was abd, but because now it looks like shes done nothing"
21:12:03,Bald Headed Bastard,"Those girls are dead, for her border policies"
21:12:04,CardSlothDX,I think it’s a Kamala bot
21:12:06,Dyckweed 97,she plans to build 3 million home but howany are gonna go to illegals?
21:12:07,seulgitupatrona,Im not dw
21:12:09,k common,believe in Lord King :crown: Ram shiv mahakaal :om::om::om::om::om::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart: India
21:12:10,seulgitupatrona,and btw Im not even american
21:12:12,seulgitupatrona,Im from spain
21:12:14,Colorado Renegade,Ding Dong the Witch is Dead
21:12:15,Mauricio Guimarães Filho,Just corrupt vote Kamala
21:12:17,dumdum,lmao ong
21:12:38,Krischele Ceaser,Of course it is a Kamala bot 
21:12:39,Ex MuslimZulfikar Ali 55K,as An Indian i love trump to be won as An Indian i don't want kamla to be win and become president of usa else india usa relationship will break and China will offer frndship to India for sure
21:12:40,seulgitupatrona,just worried abt the mental capacity america holds rn
21:12:41,John Williams,Kamel toe has done. othing good for this country
21:12:42,Bald Headed Bastard,Any sane person would never vote for that hag
21:12:43,Dyckweed 97,oh she plans to give people 25k to buy a house. oh look at that prices went up 30k-40k
21:12:44,k common,believe in Lord King :crown: Ram shiv mahakaal :om::om::om::om::om::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart: India
21:12:45,seulgitupatrona,and has turmp done anythign good?
21:12:46,CardSlothDX,Of course they’re in Spain they’re just trusting what mainstream media says
21:12:47,ST1NOO,Trump 2024 baby!
21:12:48,Krischele Ceaser,She can’t answer the better plans with counter plans of Kamala
21:12:49,seulgitupatrona,trump*
21:12:50,CardSlothDX,Fucking dimwit
21:12:51,Mauricio Guimarães Filho,Trump for freedow América!
21:12:52,dumdum,and i am from India and my country is a bigger shitholde
21:12:53,k common,believe in Lord King :crown: Ram shiv mahakaal :om::om::om::om::om::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart: India
21:12:54,seulgitupatrona,he added 7 trillion dollars to the american debt
21:13:16,John Williams,Trump was the best president of our lifetime
21:13:18,Dyckweed 97,actually yes trump did pretty damn good
21:13:20,Ex MuslimZulfikar Ali 55K,hey seul ? spain is very beautiful :smiling_face_with_heart_eyes:
21:13:22,seulgitupatrona,@dumdum and you should now then how trump would affect your country
21:13:24,CardSlothDX,"Trump has made the economy the best it’s ever been, didn’t let illegals in to the country, made it easier to do things like BUY HOUSES"
21:13:26,Dyckweed 97,and with biden?
21:13:28,seulgitupatrona,tyyy it isss
21:13:31,Dyckweed 97,your point?
21:13:33,Krischele Ceaser,He lowered debt with the oil reserves alone
21:13:35,Bald Headed Bastard,"Vets live on the street, while illegals live in fancy hotels"
21:13:56,k common,believe in Lord King :crown: Ram shiv mahakaal :om::om::om::om::om::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart: India
21:13:58,Mauricio Guimarães Filho,Kamala cant speak shes to dumb!
21:13:59,seulgitupatrona,TRUMP USED OBAMAS ECONOMIC PLAN
21:14:01,Dyckweed 97,same with biden*
21:14:02,Ex MuslimZulfikar Ali 55K,dum dum i know you are chinese spy :rolling_on_the_floor_laughing: you are not indian
21:14:04,CardSlothDX,Seul is a fucking blt guys don’t even kamaltronic over here
21:14:05,Nikhil Bells,1000% DONALD TRUMPH 
21:14:07,seulgitupatrona,thats why it went good before covid
21:14:08,Krischele Ceaser,And made BP take responsibility for the oil spill that damage the southern Gulf Coast 
21:14:10,seulgitupatrona,"after covid, he stopped using it"
21:14:11,John Williams,Obama didn't do shit that was positive foe america
21:14:13,seulgitupatrona,and economy dropped down
21:14:15,seulgitupatrona,do RESEARCH
21:14:16,Dyckweed 97,and the biden administration used trumps plans for thinga
21:14:38,Dyckweed 97,your point?
21:14:40,CardSlothDX,LOL SEUL U FUCKING DUMBASS U JUST SAID WHAT U WERENT SUPPOSED TO
21:14:42,seulgitupatrona,obama was a great president? deffo better than trump
21:14:44,John Williams,the democrats helped release covid on this world
21:14:46,CardSlothDX,"U SAID EXONOMY WAS GOOD BEFORE COVID, WHO WAS PRESIDENT BEFKRE COVID?"
21:14:48,JOSE SANDERS JOURNEYS LIVESTREAM,usa will be destroyed if the dems are in office
21:14:50,seulgitupatrona,my point is trump added 7 trillion dollars to the american debt and he knows nothing abt economy
21:14:52,dumdum,"ex muslim , bro u need to accept our country is a shithole , we need a lot of work"
21:14:54,k common,believe in Lord King :crown: Ram shiv mahakaal :om::om::om::om::om::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart: India
21:14:56,Bald Headed Bastard,"If Trump used Obama's playbook, then why wasn't he re-elected in 2020?"
21:15:17,CardSlothDX,SHE LEGIT JUST RUINED HER WHOLE ARGUMENT IN 1 SENTENCE
21:15:19,seulgitupatrona,trump using OBAMAS economy plan
21:15:20,CardSlothDX,LOL
21:15:22,seulgitupatrona,THAT WAS THE PRESIDENT
21:15:23,Krischele Ceaser, Trump :grinning_squinting_face: 
21:15:25,CardSlothDX,NO SHIT IT WAS BETTER BEFORE COVID BECAUSE TRUMP WAS IN OFFICE U FUCKING DUMBY
21:15:27,Krischele Ceaser,He was President before Covid
21:15:28,Dyckweed 97,not even american and you sure have alot of input. especially for someone that shit doesn't even affect
21:15:30,seulgitupatrona,my argument states that trump used obamas economy plan
21:15:31,seulgitupatrona,wich is true
21:15:33,seulgitupatrona,look it up
21:15:54,Bald Headed Bastard,"If you don't live in America, you cannot say anything. I live her, I know."
21:15:56,seulgitupatrona,yeah ik Im really invested
21:15:58,k common,believe in Lord King :crown: Ram shiv mahakaal :om::om::om::om::om::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart: India
21:16:00,CardSlothDX,U CANT SAY SHIT
21:16:02,Colorado Renegade,Believe in Lord :crown: King Bigfoot :gorilla:.....Bigfoot Saves
21:16:03,k common,believe in Lord King :crown: Ram shiv mahakaal :om::om::om::om::om::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart: India
21:16:05,Mr. Joe Dirt,Will America choose communism under Harris or the Constitution under Trump?
21:16:07,CardSlothDX,You’re not even from the greatest country in the world
21:16:09,seulgitupatrona,I can say what I want because I base my opinion an actual data
21:16:10,CardSlothDX,Hahahahah
21:16:12,seulgitupatrona,WHAT IS COMMUNISM
21:16:34,Dyckweed 97,Noone wants your 2 cent if your not american seul
21:16:35,C D,BOSS LADY HARRIS HARRISHARRISHARRISHARRISHARRISHARRISHARRISHARRISHARRISHARRISHARRIHARRISSHARRISHARRISHARRISHHARRISARRISHARRISHARRISHARRISHARRISHARRISWILL WIN
21:16:36,CardSlothDX,Yea actual data from cnn probably
21:16:38,seulgitupatrona,YALL DONT KNOW WHAT IT IS
21:16:39,Ex MuslimZulfikar Ali 55K,lol if you see negativity come to china i will show what shit hole looks go to los angels there are many homless atleast in india we get freedom and inflation is very controlled
21:16:41,seulgitupatrona,IT IS A FORM OF GOVERMENT
21:16:42,terrificguy,Trump wants to END WARS
21:16:43,seulgitupatrona,KAMALA CANNOT APPLY COMMUNISM
21:16:45,Colorado Renegade,HAIRYASS HAS BEEN TRUMPED
21:16:46,seulgitupatrona,BACSUE THE USA IS A REPUBLIC DEMOCRACY
21:16:48,CardSlothDX,C D u forgot to add WILL NOT win (Kamala will not win)
21:16:49,k common,believe in Lord King :crown: Ram shiv mahakaal :om::om::om::om::om::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart: India
21:16:50,seulgitupatrona,NOT A COMMUNIST STATE
21:17:12,Prickles with pineapples,Who’s winning? 
21:17:13,Dyckweed 97,yea communism is what harris will bring
21:17:15,John Williams,communism is shit
21:17:16,seulgitupatrona,communism is applied in vietnam for example
21:17:17,Faizam Mohammed,The mutayos will be there
21:17:19,C D,BOSS LADY HARRIS HARRISHARRISHARRISHARRISHARRISHARRISHARRISHARRISHARRISHARRISHARRIHARRISSHARRISHARRISHARRISHHARRISARRISHARRISHARRISHARRISHARRISHARRISWILL WIN
21:17:20,dumdum,@seulgitupatrona u haven't answered what u think about her abortion policies?
21:17:22,terrificguy,a vote for Harris is a vote for more war
21:17:23,seulgitupatrona,IT CANT BE USED IN THE USA
21:17:24,Mr. Joe Dirt,Democrats = Peedos
21:17:26,Ex MuslimZulfikar Ali 55K,india is just too religious else Nothing is wrong here :full_moon_face:
21:17:27,seulgitupatrona,I agree with her
21:17:49,seulgitupatrona,abortion is not only about loosing or not a baby
21:17:51,seulgitupatrona,its the fact that women die because they cnat get one
21:17:53,k common,believe in Lord King :crown: Ram shiv mahakaal :om::om::om::om::om::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart: India
21:17:55,seulgitupatrona,its basic healthcare
21:17:56,seulgitupatrona,period.
21:17:58,Boom Dashcam,<<<< watch Harris live now
21:18:18,Hari Attar,Harris = 3 World War. Any doubts? You will die. All of us. I vote Peace.
21:18:18,Prickles with pineapples,If someone really wants an abortion then go to the state that it is legal in 
21:18:23,Jocelyn Jubin,trump:folded_hands::folded_hands::folded_hands:
21:18:25,UFC Fan,Trump 2024  First
21:18:30,seulgitupatrona,"how are democrats peedos @Mr. Joe Dirt if trump is the one who said and I QUOTE "" If she wasnt my daughter I would date her"" ""Im gonna be dating her in 10 years (said to a 7 year old girl)"""
21:18:41,Mr. Joe Dirt,Abortion isn't even a issue. Trump and Harris both support it.
21:18:42,dumdum,huh? so trump already said abortion is legal under few circumstances like if mother life is in threat
21:18:44,Michael Torrez,yall vote for the wrong thing we need our freedom back we need our economy back and we need to protect pur military becayse miss giggles wont
21:18:49,seulgitupatrona,trump has been accused of r4pe by over 20 women
21:19:07,seulgitupatrona,"TRUMP has not said that, abortion is banned completely in some states rn"
21:19:08,Dyckweed 97,abortion is totally avoidable expect for specific situations. simply put on a condom or keep your legs closed.
21:19:24,Ex MuslimZulfikar Ali 55K,michael thats what i am saying vote for trump else i will hate america and never visit USA in my life :nauseated_face:
21:19:25,seulgitupatrona,and project 2025 in wich trumps anme is mentioned over 300 times banns it completely
21:19:30,seulgitupatrona,name*
21:19:38,dumdum,oh basic health care ? killing a child ? yeah i am done:face-red-droopy-eyes:
21:19:46,Prickles with pineapples,Someone recorded online he trying to vote for trump but it defaults to Harris .. so it’s showing some fraud happening already 
21:20:00,Ex MuslimZulfikar Ali 55K,good bye good night love to all country from Indian citizen :folded_hands::bouquet:
21:20:11,Dyckweed 97,trump didn't ban abortion. that's on each state. hating for no reason
21:20:33,seulgitupatrona,if a woman is dying because the fetus is killing her
21:20:35,seulgitupatrona,"what is more important, a fetus or a grown woman?"
21:20:38,dumdum,yeah fr
21:20:40,seulgitupatrona,trump WILL bann abortion
21:20:42,dumdum,each state decides on its own
21:20:44,seulgitupatrona,read project 2025 and its author list
21:20:47,dumdum,bothhhhhhhhhhh
21:20:49,seulgitupatrona,PROJECT 2025.
21:21:11,John Williams,it's a separate life with its own unique dna
21:21:13,Ex MuslimZulfikar Ali 55K,in some condition it will be allowed dumb women seul
21:21:16,seulgitupatrona,trumps name is mentiopend over 300 times there and just look at the author list
21:21:18,ever tuyogon,trump will win
21:21:20,Prickles with pineapples,And from memory Biden brought the abortion ban it not trump 
21:21:22,seulgitupatrona,a separate life wich acts like a parasite for months
21:21:24,John Williams,Trump has openly said he doesn't support project 2025
21:21:26,seulgitupatrona,and Im not going to go into that
21:21:29,Aga Agga33 AKA Cook's up Beats,no Nancy Pelosi refused guards they are liars
21:21:31,seulgitupatrona,but women are dying in parking lots 
21:21:52,dumdum,"are u really justifying abortion on the basis of 1% cases that happen , oh god what a poor argument"
21:21:53,US🌍,In God we Trust
21:21:55,seulgitupatrona,because they cant get access to aboritons
21:21:56,Michael Torrez,plus i want money back in my pocket by the end of the day prices will jump even higher with her in office also i dont want a nuclear war
21:21:57,seulgitupatrona,and there are actual cases of women dying
21:21:59,seulgitupatrona,LOOK IT UP
21:22:00,Dyckweed 97,that's their fault. not trumps
21:22:01,US🌍,God bless US Amen
21:22:03,Ex MuslimZulfikar Ali 55K,if women get raped she will be allowed to get aborted and many other cases aree exception just like in india we have this law
21:22:04,seulgitupatrona,yes Im justifying aboriton on that
21:22:05,patrick gault,TRUMP
21:22:06,seulgitupatrona,isnt it important?
21:22:29,seulgitupatrona,there will nto be exceptions with trump
21:22:31,seulgitupatrona,READ PROJECT 2025
21:22:33,Prickles with pineapples,I’m a female .. so if a female wants an abortion go to the state that does it and trump is allowing abortions for serious medical concerns 
21:22:35,seulgitupatrona,and he does have a lot to do with it even if he says he doesnt
21:22:37,seulgitupatrona,look at the author list
21:22:39,John Williams,can't live on their own?
21:23:03,patrick gault,TRUMP
21:23:06,seulgitupatrona,but the thing is after project 2025 there will not be ANY aboritons allowed
21:23:10,seulgitupatrona,thats our problem here
21:23:13,Mr. Joe Dirt,Trump has nothing to do with that agenda 2025. Filthy sloot spreading lies.
21:23:17,dumdum,yeah fr prickles know
21:23:39,seulgitupatrona,a fetus will not survive under any medical care outisde the womb before its atleast 6 months
21:23:42,Dyckweed 97,seul you're literally rambling about shit you've been seeing in your extreme left groups.
21:23:44,seulgitupatrona,thats a parasite my deat
21:23:46,seulgitupatrona,dear*
21:23:49,Anum Queen,kon jeet raha hai
21:23:51,seulgitupatrona,extreme left groups?
21:24:13,Prickles with pineapples,I look at actions not projects written online.trump proved himself when he was a president .. Kamala whilst in power as vice president has done nothing .. why isn’t she fighting to reverse it then 
21:24:15,Anum Queen,Pakistani hai koi idr
21:24:17,seulgitupatrona,last time I recall basic human rights like deciding over your own body isnt inlcuded in any group
21:24:19,dumdum,hahahah fr Dyckweed 97 so true
21:24:21,Ex MuslimZulfikar Ali 55K,no pakistani here
21:24:23,Prickles with pineapples,See actions have more power then words 
21:24:25,Michael Torrez,btw she couldnt handle critisism from our world leaders if the sat at a round tabke shed throw a fit
21:24:27,Dyckweed 97,I didn't stutter
21:24:29,TuRbO DuRaN,is trump winning
21:24:52,Steven Edmonds,Kum mama is a threat to America and it's values
21:24:54,seulgitupatrona,what if I told you sperms are now considered units of life and you had to get surgery rn
21:24:57,TuRbO DuRaN,i hope soo:folded_hands::crossed_fingers:
21:24:59,Anum Queen,ok
21:25:02,seulgitupatrona,what actions Im sorry
21:25:05,Ex MuslimZulfikar Ali 55K,how dare you seul ?? you say that
21:25:07,Mr. Joe Dirt,Sealgitupatrona has a body count in the triple digits. I guarantee it. Filthy sloot.
21:25:10,DoYouEverWonder?,yea all harris channel all the right is blocked going to Rumble
21:25:33,seulgitupatrona,I actually missed that in the chat 
21:25:36,Dyckweed 97,idc
21:25:40,seulgitupatrona,how dare me say what?
21:25:43,seulgitupatrona,that a woman shodunt die from pregnancie if it can be avoided by abortion?
21:25:46,Prickles with pineapples,Why isn’t Kamala right now trying to reverse the abortion issue right now.. she is vice president .. so why isn’t she? 
21:25:49,seulgitupatrona,pregnancy*
21:26:12,seulgitupatrona,be fr
21:26:14,TuRbO DuRaN,it's simple for the women's out there close your legs or use protection be smart don't be dumb in bed
21:26:16,Steven Edmonds,kum mama for the adult film industry
21:26:18,seulgitupatrona,and what if they got raped?
21:26:20,seulgitupatrona,what if protection failed
21:26:22,Prickles with pineapples,Because she is all talk .. no action 
21:26:24,Dyckweed 97,this person don't know what she's talking about. I'd say it's best to ignore em
21:26:26,dumdum,bruh life starts are conception
